Title,ingredients_list,category
32. Bali Telur dan Tahu,"[', rebus lalu digoreng sampai berkulit', ', iris, goreng sampai berkulit', ', geprek', 'kaldu bubuk', 'garam', 'gula', 'secukupnya air', 'bawang merah goreng untuk taburan', '🍃bumbu halus :', ', buang isinya', ', digoreng']",telur
Telur bumbu gurih,"['/2 sendok teh biji ketumbar', 'seruas jahe, bakar, geprek', 'garam', 'gula', 'air', 'minyak']",telur
Jamur + telur orak arik tumis saus tiram,"['secukupnya jamur', 'secukupnya bawang merah & bawang putih', 'saos tiram', 'secukupnya cabe rawit']",telur
Tahu Tempe Telur Balado,['secukupnya gula dan garam'],telur
Dadar Telur cah Toge,"['kecap manis', 'saus tiram', 'secukupnya gula garam', 'bumbu iris :']",telur
Telur Ceplok Tumis Kecap,"['/2 sdt kaldu bubuk', '/2 sdt garam', '/4 sdt merica bubuk', '/2 sdt gula pasir', 'sedikit air']",telur
Telur Dadar,"['minyak', 'merica bubuk', 'penyedap', 'garam']",telur
Telur Dadar Segitiga,"[', rajang halus *kl ga suka skip aja ya', 'secukupnya garam, lada bubuk', 'minyak secukupnya utk menggoreng']",telur
Sup Kerang Telur,"['/2 sdt lada', '/ minyak goreng untuk menumis']",telur
Telur Separuh Masak,"['secukupnya lada bubuk', 'garam secukupknya', 'air']",telur
Telur dadar gurih tanpa msg,"['sejumput merica', 'garam']",telur
Telur Pare Cabe Ijo,"[', rebus dan kupas kulit', ', buang bag isi, potong sesuai selera', ', iris2', 'secukupnya garam', 'penyedap /sy g pake', 'minyak goreng']",telur
Telur bumbu Kari,"[', buang bagian tengahnya', 'secukupnya santan']",telur
Telur dadar tepung boncabe,"['/2 sdt masako', 'minyak untuk menggoreng']",telur
Telur dadar crispy,"['/2 bawang bombay iris kecil', 'secukupnya garam', 'iris cabe rawit hijau', ',5 sdm tepung beras', 'minyak panas']",telur
Dadar Telur seadanya,"['garam', 'minyak goreng']",telur
TELUR TAMAGOYAKI KETO (Mozarella Cheese Nori),"['mozarella iris memanjang tipis', 'keju cheddar iris memanjang tipis', 'secukupnya hs', 'wortel potong dadu kecil', 'potong kecil daun bawang']",telur
Risoles Sosis Egg Mayo,"['kulit:', '/2 sdt garam', 'isian:', ', potong 2 memanjang, goreng di teflon dgn sdkt margarin', ', iris2', 'boleh juga isian sayur', 'olesan:', 'atau bs menggunakan sisa adonan kulit', 'utk olesannya', 'saus :']",telur
[Simple] Sup Tomat Telur,"['-2 buah tomat', 'secukupnya masako rasa sapi', 'secukupnya ladaku merica bubuk', 'sesuai kebutuhan air', 'minyak secukupnya untuk menumis']",telur
Tumis babycorn orak-arik telur,"['bahan sayur :', 'bahan bumbu :', '/2 biji cabe merah besar', 'secukupnya garam, gula, lada, royco sesuai selera', 'sosis/ udang kalau suka']",telur
Orak Arik Ayam Telur Pedas,"['secukupnya kecap maanis', 'secukupnya garam']",telur
Telur gulung rame-rame,"['/2 sdt garam', 'secukupnya minyak']",telur
Telur Cabe Ijo,"['.besar', 'bumbu halus :', 'secukupnya garam', 'secukupnya gula', 'secukupnya merica bubuk']",telur
Telur balado terasi,"['/2 buah bawang bombay', '/2 terasi udah yang kecil', 'secukupnya garam', 'secukupnya gula', 'secukupnya masako']",telur
Telur masak tomat dan taoge,"['secukupnya taoge', 'bawang bombay', 'bawang merah', 'bawang putih', 'gula', 'garam', 'saus tiram']",telur
Stim telur anti gagal,[],telur
Tempe Goreng Telur#pr_recookmasakanawalanT,"[', potong ukuran sejari', ', iris halus', 'secukupnya garam, lada bubuk & kaldu ayam bubuk']",telur
79. Tortila Gulung Telur Jamur (#pr_recookmasakanawalanT),"['isi :', ', cincang kasar', ', cincang kasar', 'secukupnya garam dan lada)']",telur
Telur masak kemangi,['garam'],telur
Telur rebus,"['cabe rawit sesuai selera iris lembut', 'sejumput garam', 'optional penyedap']",telur
Kari (tulang) Ayam isi telur kentang,"['beberapa potong tulang ayam', '/2 sendok makan merica', '/4 potong lengkuas', '/4 potong jahe', 'secukupnya gula, garam, penyedap', ', 3 biji cabe kecil', '/4 potong kunyit']",telur
Cilok Telur,[],telur
Terong & Telur Balado #pr_recookmasakanawalanT,"['bumbu halus:', 'secukupnya gula, garam & penyedap']",telur
Telur rebus 5 menit,['-4 butir telur'],telur
Telur bumbu bali(#PR_RecookMasakanAwalanT),"['(rebus,kupas,dikerat kerat, goreng asal goreng aja', 'sebentar aja gorengnya)', '/4 cabai merah keriting', 'garam', 'gula', 'minyak untuk menumis', 'secukupnya air']",telur
Tahu telur sambal pecel #PR_recookmasakanawalanT,"['segengam tauge', 'minyak daun bawang', 'daun slendri', 'bawang goreng', 'timun', 'royco', 'kecap manis', 'bumbu pecel instan', 'air', 'minyak goreng']",telur
Telur Balado Tomat,"[', goreng berkulit', ', memarkan', '/2 sdt terasi', 'secukupnya garam', 'secukupnya gula jawa', 'penyedap rasa', 'minyak untuk menumis', 'bumbu halus :', 'cabe rawit secukupnya']",telur
Sayur sawi plus telur,"['bumbu :', 'merica bubuk', 'garam', 'penyedap rasa', 'tepung kobe']",telur
Dadar Telur Cah Toge #pr_RecookMasakanAwalanT,"[', cuci', ', kocok lepas & beri sejumput garam', 'secukupnya minyak untuk menumis', ', iris', ', iris', ', iris serong', '-2 sdm kecap manis', 'secukupnya garam,merica, penyedap']",telur
Telur Balado Simple,"['/2 buah jeruk lemon sedang', 'secukupnya kaldu ayam', 'minyak untuk menggoreng', 'sedikit air matang']",telur
Telur dibali pake cecek #PR_RecookMasakanAwalanT,"['/2 kg telur ayam', '/4 cecek', '/2 btr bawang bombay', ',kencur,jahe,laos']",telur
Balado telur dan teri,"['/4 potong gula merah', 'secukupnya garam', 'secukupnya minyak goreng']",telur
Semur tahu telor (ala betawi),"['bumbu dihaluskan :', '/2 sdt ketumbar', '/2 sdt lada', 'bahan yg digeprek :', 'bahan lainnya', 'secukupnya pala', 'secukupnya garam', 'secukupnya gula', 'secukupnya kecap', 'secukupnya air']",telur
TeLuR DaDaR Mie InSTaN..,"['bawang bombay / daun bawang', 'minyak']",telur
Telur Ceplok kecap Cepat Kilat #pr_masakanawalanhurufT,"['/2 sdt merica bubuk', 'minyak goreng untuk menumis', 'secukupnya bawang goreng', 'secukupnya gula garam']",telur
Pindang Telur Hitam,"['secukupnya daun salam, serai, lengkuas', 'secukupnya garam, gula, kaldu ayam bubuk']",telur
Telur tempe opor kuah kuning #PR_RecookMasakanAwalanT,"['/4 telur', 'secukupnya sasa/garam']",telur
Telur bumbu kecap,"['pedas menyesuaikan yaa.', '±100 ml  air', '/2 sdt garam', 'secukupnya kaldu jamur', '-3 sdm kecap manis']",telur
Telor ceplok tumis kecap (#pr_recookmasakanawalanT),"[', ceplok', ', iris serong, rebus kurleb 3 menit', 'bumbu iris :', 'secukupnya gula garam']",telur
Telor kuah kare #PR_RecookMasakanAwalanT,"['taburan', 'secukupnya bawang goreng', 'bumbu halus', 'seruas jahe']",telur
Telur Gulung Sosis #PR_RecookMasakanAwalanT,"[', digoreng', 'secukupnya garam & penyedap']",telur
Terik Tahu Telur Tempe #pr_recookmasakanawalanT,"[',kupas kulit', '/4 papan tempe,potong kotak', ',potong kotak', 'secukupnya kol', ',geprek', 'bumbu halus:', 'secukupnya garam dan gula', 'jika suka penyedap rasa']",telur
Opor kuning T3(tempe tahu telur),"['bahan utama:', 'bumbu yg dihaluskan:', 'bumbu tambahan:', 'daun jeruk,daun salam,sereh, lengkoas', 'santan', '# cabe rawit merah']",telur
Telor dadar jajanan SD #pr_recookmasakanawalanT,"['secukupnya daun bawang , rajang halus', 'secukupnya kaldu bubuk sapi', 'secukupnya garam', 'secukupnya air', 'secukupnya minyak untuk mengoles cetakan', 'pelengkap:', 'secukupnya saos sambal yang dicampur dengan sedikit air matang']",telur
Telur Dadar ranjauu🌶 #pr_recookmasakanawalanT,"[',cincang halus', ',cincang halus', ',iris bulat', ',iris halus', ',potong korek', 'secukupnya garam,gula pasir,merica bubuk']",telur
Shaksyuka (orak arik telur khas Arab),"['telur ayam', 'bawang putih', 'bawang bombay', 'tomat', 'cabe rawit', 'secukupnya garam', 'secukupnya merica', 'secukupnya gula', 'secukupnya brambang goreng', 'margarine untuk menumis']",telur
Telor ceplok balado #PR_recookmasakanawalanT,"[', keprak', 'secukupnya garam, masako, gula', 'secukupnya minyak untuk menumis', ', aku skip krn suami ga suka']",telur
Tempe goreng telur (PR_recookmasakanawalanT),['lada bubuk;garam;kaldu jamur'],telur
Telur Sosis Saus BBQ Barbeque,"[', masak orak-arik', ', potong2', ', iris tipis', ', cincang', ', potong kecil2', ', larutkan dgn 1 sdm air', 'bahan saus  :', '/2 sdm kecap manis', '/2 sdt lada hitam bubuk', '/2 sdt garam', '/2 sdt kaldu ayam/jamur bubuk']",telur
Telur Ceplok Kecap,"['cabe merah', 'kecap manis', 'garam', 'merica', 'penyedap rasa', 'secukupnya air']",telur
Tahu Telur,"[', kocok', ', potong kotak', '/2 sdt garam', '/2 sdt lada', ', iris tipis', 'secukupnya bawang goreng', ', iris tipis', 'secukupnya daun kemangi', 'bumbu kacang :', ', sangrai', ', goreng', ', goreng', '/2 sdt garam', '/2 sdm gula merah', 'secukupnya air panas']",telur
Dadar telor cah toge (#pr_recookmasakanawalanT),"['/ sesuai selera', 'secukupnya garam, gula', 'secukupnya kaldu, merica bubuk', 'minyak untuk menumis']",telur
Cah Toge dan Telur Dadar #pr_recookmasakanawalanT,"[', kocok lepas', ', iris halus', ', cincang halus', ', iris halus', ', iris serong', '/2 sdt lada bubuk', 'secukupnya gula, garam dan kaldu bubuk']",telur
Kalio Talua / Telur #Pr_RecookMasakanAwalanT,"[', rebus dan kupas.', 'secukupnya santan kental dari 1 butir kelapa', 'secukupnya garam', 'secukupnya penyedap', 'bumbu halus:', '/2 ons cabe merah', '/2 ruas jari kunyit']",telur
Kalio Talua/Telur & Tempe #pr_recookmasakanawalanT,"[', rebus smp matang, kupas, sisihkan', '/2 papan tempe, potong sesuai selera', 'secukupnya santan dari 1 butir kelapa', ', memarkan', 'secukupnya garam, gula, dan kaldu bubuk jika suka', 'secukupnya minyak untuk menumis', 'bumbu yg dihaluskan :', '/lengkuas']",telur
Telor dadar ala RM Padang (PR_recookmasakanawalanT),"['garam,lada', 'bumbu halus:', '/2 sdt ketumbar']",telur
Tempe Goreng Telur (#PR_RecookMasakanAwalanT),"[',potong2', 'secukupnya garam dan merica bubuk', 'secukupnya minyak goreng']",telur
Tumis Telur Dadar #PR_RecookMasakanAwalanT,"['/2 buah tomat', 'secukupnya garam', 'sejimpit merica bubuk']",telur
Tahu Telur Bumbu Pecel Instan #PR_RecookMasakanAwalanT,"['garam, merica', 'air', 'kecap manis', 'lontong untuk pelengkap']",telur
Telur Ceplok Cantik,"['.5 kg telur', 'secukupnya garam', 'secukupnya merica bubuk', 'bila suka penyedap', 'secukupnya minyak goreng', 'cabe dan seledri untuk garnish']",telur
Telur Sosis Masak Kecap,"[', masing masing diceplok', ', potong sesuai selera, goreng sebentar saja, sisihkan', '/2 buah paprika hijau, cincang (bisa diganti cabai hijau 3 biji', 'bumbu :', '/2 buah bawang bombay, cincang', ', cincang', ', cincang', ', cincang', ',5 sdt garam']",telur
Telur Pindang,[],telur
Telur keju dimana2,"['secukupnya keju mozzarella parut', 'secukupnya keju cheddar parut', 'sejumput garam', 'sejumput lada bubuk']",telur
Gulai Telur feat Teri Medan dan Kerupuk Kulit,"['segenggam teri medan', 'segenggam kerupuk kulit', '/2 sdt gula', 'minyak untuk menumis', 'bumbu halus :']",telur
Mie dadar telor,"['secukup nya garam', 'secukupnya penyedap rasa']",telur
Sayur bayam telur,"['cabai merah', 'cabai hijau', 'sesuai selera rawit', 'sesuai selera penyedap rasa,gula,garam', 'minyak sayur u/ menumis']",telur
Telur dadar sayuran,"['secukupnya brokoli', 'secukupnya wortel', 'secukupnya garam', 'secukupnya penyedap rasa']",telur
Balado telur,"['gula jawa', 'garam', 'sedikit kecap']",telur
Fatty Egg & Cheese,"['/2 bawang bombay', '/2 sendok saus tiram', 'secukupnya keju chedar', 'secukupnya bubuk cabe', 'secukupnya garam merica']",telur
Cah sayur dan egg toufu,"['bumbu:', 'sedikit black paper', 'sedikit italian herb', 'sedikit garam/ gula', 'secukupnya penyedap']",telur
Tumis Tauge Telur Dadar,"['telur dadar', 'secukupnya garam & lada bubuk', 'kocok semua bahan, goreng. lalu potong sesuai selera', 'kecap manis', 'secukupnya gula, garam, lada bubuk', 'secukupnya air', 'minyak utk menumis']",telur
Oseng Telor Ceplok,"[', ceplok', ', iris melintang', ', belah memanjang, lalu dibuat simpul', ', sobek bagian tengahnya', ', iris', ', iris', ', iris', ', iris', ', buang bijinya, iris melintang', '/2 sdt garam', '/2 sdt gula']",telur
Gulai telur ayam,"['cabe merah', 'garam', 'gula pasir']",telur
Opor Telur & Kentang,"[', rebus, kupas & goreng sampai agak berkulit', '.sedang, kupas, cuci bersih & potong-potong', 'secukupnya minyak goreng', 'secukupnya garam halus, gula pasir & kaldu bubuk', 'bumbu halus:', '/2 ruas jari jahe', '/2 ruas jari kencur', '/2 ruas jari kunyit', '/4 sdt jinten', '/2 sdt ketumbar sangrai', 'bumbu pelengkap:', ', geprek', ', geprek', 'taburan:', 'secukupnya bawang merah goreng']",telur
Telur dadar bawang bombay,['garam'],telur
Telor Balado,"['/2 kilo telor', 'secukupnya kecap manis', 'secukupnya garam', 'secukupnya air']",telur
Telur dadar kuah,"['telur', 'bawang putih', 'bawang merah', 'masako/maggi block/garam/vitsin', 'kecap asin']",telur
Lobak kering tumis telur(Lopok khan chau tan),"['/4 sdt penyedap rasa', '/4 sdt lada bubuk', 'secukupnya minyak goreng']",telur
Telur balado kentang + udang,"['/4 telur', '/4 kentang', '/4 udang', 'bumbu :', 'cabe merah', 'rawit merah', 'bawang bombay', 'secukupnya garam, gula pasir,royco rasa ayam', 'air sedikit saja', 'minyak goreng']",telur
Gule telur kukus & paha ayam,"[', dicuci bersih', ',geprek', ',geprek', 'sedikit gula pasir/kecap manis', 'bumbu yg dihaluskan :', 'secukupnya garam']",telur
Orak arik telur brokoli 🍳,"['gula', 'garam', 'merica']",telur
Oseng Buncis Telur,"['sejumput garam', 'sejumput lada', 'sejumput kaldu ayam bubuk']",telur
Makaroni Telur,"[', iris', 'gula, garam, merica', 'secukupnya air', 'bumbu halus :']",telur
Telur teri garing,"['daun bawang', 'sedikit air', 'garam', 'lada']",telur
Kerak telur ala betawi rumahan,"['secukupnya garam,lada,', '/4 sdt royco ayam /sapi', 'secukupnya minyak goreng', 'bahan pelengkap:', 'kelapa parut sangkrai/abon ikan/sapi', '/2 sdm ebi sangkrai']",telur
Onigirazu isi telur dadar n smoked beef,"['-4 lbr smoked beef', 'secukupnya garam', 'secukupnya bubuk cabe']",telur
Pempek dos telur & sosis,"['bahan untuk biang', 'secukupnya garam dan gula', 'bahan untuk adonan pempek :', ',kocok lepas', ',haluskan', 'bahan untuk isian :', ',kocok lepas. tambahkan gula,garam secukupnya', 'sosis', 'bahan pelengkap :', 'ebi kering,sangrai', 'timun potong2', 'cuko']",telur
Telur santen putih,"['santan, saya pakai 1 saset santan sasa', 'secukupnya air', 'secukupnya garam dan gula']",telur
Tumis buncis telur,"['iris buncis di', 'bawang putih', 'bawang merah', 'cabai']",telur
Egg katsu,"['secukupnya tepung bumbu ayam', 'secukupnya tepung roti', 'secukupnya minyak goreng', 'secukupnya garam', 'secukupnya merica']",telur
Seblak Kuah Basah Makaroni Telur Bakso,"['-3 buah bakso', 'bumbu halus :', '/2 ruas kencur', '/4 sdt merica bubuk', '/4 sdt kaldu ayam', 'secukupnya garam', 'secukupnya gula', 'secukupnya air']",telur
Kentang dan Telur Balado,"['/2 kg kentang', 'secukupnya garam', 'secukupnya gula', 'secukupnya royco']",telur
Telur tahu orak arik (bekal simple),"['secukupnya garam, kaldu jamur/totole, merica', '/2 sdm saos tiram', 'minyak goreng utk menumis']",telur
Sambel petis telur kocok,"['beberapa daun kemangi', '/2 sdt gula pasir', '/2 sdt vetsin']",telur
"Tumis sayur orak arik (kol, sawi, telor, baso)","['/2 bonggol kol', 'sedikit tomat', 'secukupnya air', 'gula, garam, kecap asin']",telur
Telur Balado,"['bahan:', 'minyak goreng', 'secukupnya gula jawa', 'air es', 'bumbu halus:']",telur
Bali Tahu Telur Pete,['garam gula kaldu bubuk'],telur
Capcay telur,"['minyak untuk menumis', 'secukupnya air']",telur
76. Dadar Telur Cah Tauge (Recipe DapurVY),"[', kocok beri garam dan lada lalu dadar dan iris', '-2 sdm kecap manis', 'semangkuk tauge', ', iris', 'secukupnya gula, garam dan lada bubuk', 'secukupnya minyak untuk menumis']",telur
"Menu Sarapan Sehat (Scramble Egg, Potato Wedges, Boiled Spinach)","['secukupnya garam', 'secukupnya lada hitam', 'secukupnya peterselli']",telur
Telur,['garam'],telur
Telor dadar daun bawang,"['/2 kg telor', 'daun bawang sesuai selera di potong2', 'secukupnya garam', 'bumbu:', 'secukupnya cabe merah', 'secukupnya bawang merah']",telur
Sambal lado telur puyu terong udang,"['semper empat udang', 'bumbu hlus', 'stgah adk teh trasi', 'gram, gula, penyedap rasa']",telur
Telor baĺado,"['telor  kupas', 'minyak goreng', 'secukupnya air', 'secukupnya penyedap/gula', 'secukupnya garam', 'secukupnya gula merah']",telur
Telur Dadar Tomat,"['. potong kotak', '/2 sdt lada halus atau merica bubuk', 'secukupnya garam']",telur
Kuning Tahu Telur,"['secukupnya minyak, garam dan gula', 'bumbu  :']",telur
Ayam feat telur bumbu kecap,"['/4 kg ayam potong', 'bumbu halus :', 'secukupnya kecap,garam,gula & penyedap', 'secukupnya air']",telur
Kangkung bumbu terasi siram telur,"['/2 bks terasi abc', 'lada', '👉 bumbu halus']",telur
Telur Penyet Sambal Kukus,"[', rebus', '❤ bahan sambal ::', '/2 sdt terasi', '-2 bh tomat', 'secukupnya garam, silahkan kalo mau pake penyedap']",telur
Telur kuah kecap,"['-3 butir telur, ceplok mata sapi', 'sesuai selera cabe rawit', ', buang biji', ', rajang', ', rajang', ', rajang. boleh skip', 'secukupnya air', 'secukupnya garam', 'secukupnya lada', 'secukupnya minyak goreng']",telur
Semur Tahu Telur,"[', rebus', ', goreng', 'bumbu halus:', '/4 butir pala', '/2 sdt lada butir', '/2 sdt ketumbar butir, sangrai', ', sangrai', 'bumbu cemplung:', ', geprek', ', geprek', 'secukupnya garam, kecap manis & royco']",telur
Tahu telor homemade,"['/2 kotak tahu', 'secukupnya kecambah', 'petis matang', 'secukupnya kacang goreng', 'sesuai selera cabe kecil', 'gula merah,garam,sdikit kecap manis']",telur
Orak Arik telur kornet untuk anak,"['kornet sapi', 'bawang putih', 'bawang merah', 'garam', 'blueband']",telur
Sosis goreng telur orak arik,"['/2 kg sosis ayam', 'sesuai selera cabe hijau.', 'sesuai selera cabe merah tergantung', '/2 sdt ladaku .', 'sedikit garam  aja.', 'margarin untuk menumis']",telur
Balado Telor Ceplok,"['/2 ruas jari kunyit', '/2 ruas jari jahe', 'seruas jari lengkuas', '& 3 bh cabe rawit', 'secukupnya garam, lada bubuk, royco & gula', '/4 sg bawang bombay', 'secukupnya air', 'secukupnya minyak sayur']",telur
Telor isi mie,"['secukupnya gulgar', 'secukupnya royco', 'secukupnya lada bubuk']",telur
Balado Telor Ceplok,"['bumbu haluskan', '/2 saset terasi abc', 'secukupnya gula pasir', 'secukupnya garam dan penyedap']",telur
Masakan telur..;),"['bumbu iris untuk dtumis ;', '/2 pc bawang bombay', 'secukupnya garam', 'secukupnya gula', 'secukupnya lada', 'kaldu jamur/kaldu ayam', 'lengkuas irisan', 'jahe irisan', 'cabe irisan', 'secukupnya daun bawang  unt taburan']",telur
Orak arik telor super pedas,"['secukupnya garam', 'secukupnya motto', 'secukupnya kaldu bubuk']",telur
Rebus telur cuma 5 menit (hemat gas),"['-4 butir telur', '/ sekitar 1cm diatas', 'wajan datar yg ada tutup/teflon']",telur
Gabus Telur Keju (simple),"['/margarin', 'sejumput garam']",telur
Cumi isi tahu telur asam manis,"['/2 btr bawang bombay iris sesuai selera', '/2 sdt garam', 'secukupnya air', 'secukupnya minyak', 'bahan isi', 'secukupnya merica', 'secukupnya garam', 'secukupnya royco']",telur
Gulai telor tempe kacang panjang ala raja☺☺☺☺,"['santan kara yg kecil(nanti tambah air sedikit,jgn terlalu bnyk', 'bumbu yg d haluskan', 'secukupnya lengkuas,serai,daun kunyit salam dan daun jeruk..', 'garam dan penyedap']",telur
